Member_number,Date,itemDescription
4411,22-07-2015,Chik - Thick & Glossy Shampoo
2295,21-03-2015,Maa Mango
1914,21-01-2015,Maa Apple
1290,22-09-2015,Maa - Mango
2293,19-12-2015,Maa Lemon
4027,12-05-2015,Maa Orange 
4693,01-07-2015,Maa Mango
1056,13-09-2015,Fremon
4221,27-02-2015,Joozy Cola
3248,14-01-2015,Runge
2815,10-09-2015,Chillout
4207,08-07-2015,Ruchi- Maharastra Mango Pickle
1160,04-09-2015,Bhima- Cut Mango
3868,22-01-2015,Cavin’s Mango Lassi
3707,26-06-2015,Cavin's Lassi
2335,23-07-2015,Chik - Anti Dandruff Shamphoo
3432,04-04-2015,Cavin's Buttermilk
4510,05-04-2015,Bhima- Cut Mango
2893,06-10-2015,Roasted Nylon Chivda
4902,16-04-2015,Moong Dal
3443,23-10-2015,Bhima- Red Chilli
1864,30-06-2015,Spinz Deo - Yellow Blossom
2071,30-09-2015,Bhima- Cut Mango
3092,11-04-2015,Bhima- Cut Mango
2845,01-10-2015,Manglori Mixture
2314,25-11-2015,Garden French Fries
3882,19-10-2015,Garden Instant bhel mix
4309,15-09-2015,Cavin's Kaju Butterscotch Milkshake
2369,08-09-2015,Bhima- Cut Mango
1787,09-05-2015,Bhima- Mixed Veg
3284,19-11-2015,Cavin's Lassi
1375,11-10-2015,Cavin's Stawberry Lassi
1949,06-03-2015,Cavin's Vanilla Milshake
4805,04-05-2015,Cavin's Buttermilk
3759,02-04-2015,Cavin's Lassi
3160,27-02-2015,Cavin's Chocolate Milkshake 
2764,23-01-2015,Cavin's Stawberry Lassi
4225,01-05-2015,Cavin's Kaju Butterscotch Milkshake
2719,10-04-2015,Bhima- Cut Mango
3856,02-04-2015,Bhima- Mixed Veg
4079,20-09-2015,Bhima- Lime
2455,04-01-2015,Bhima- Mango Thokku
1582,06-08-2015,Cocoma
1776,15-02-2015,Spinz Deo - Enchante
3096,22-08-2015,Spinz BB Cream
3453,16-12-2015,Spinz Talc - Exotic
2731,11-04-2015,Spinz BB Talc
3899,24-12-2015,Indica Crème 
4886,26-01-2015,Ruchi- Vadu Mango
4455,04-01-2015,Nyle Damage Repair
2690,06-03-2015,Nyle Anti- Dandruff
2171,28-07-2015,Nyle Dryness Hydration
3015,12-06-2015,Cavin's Chocolate Milkshake 
4938,29-03-2015,Cavin's Stawberry Lassi
3449,10-10-2015,Cavin's Kaju Butterscotch Milkshake
1848,06-07-2015,Bhima- Cut Mango
3818,17-12-2015,Bhima- Mixed Veg
1540,23-02-2015,Bhima- Lime
1424,09-10-2015,Bhima- Mango Thokku
3888,13-12-2015,Bhima- Red Chilli
2711,18-08-2015,Roasted Nylon Chivda
3363,25-01-2015,Khatta Meetha
4633,17-08-2015,Moong Dal
2864,03-08-2015,Manglori Mixture
2500,05-01-2015,Bhima- Mixed Veg
1477,13-05-2015,Bhima- Lime
1635,25-11-2015,Bhima- Mango Thokku
2401,19-12-2015,Bhima- Red Chilli
4971,17-05-2015,Roasted Nylon Chivda
1230,19-05-2015,Khatta Meetha
4414,23-01-2015,Moong Dal
2906,08-07-2015,Manglori Mixture
3856,22-03-2015,Garden French Fries
4025,27-04-2015,Garden Instant bhel mix
1414,24-05-2015,Garden Bombay Puri
4793,24-11-2015,Garden Potato Chip
3101,17-01-2015,Ruchi- Maharastra Mango Pickle
1651,17-12-2015,Ruchi- Maharastra lime Pickle
4304,14-02-2015,Ruchi - Andhra Tomato
3663,07-11-2015,Ruchi- Brinjal
2525,23-10-2015,Ruchi- Red Chilli
1625,08-10-2015,Ruchi- Tomato Garlic
3812,11-08-2015,Ruchi- Vadu Mango
2879,28-12-2015,Spinz Deo - Mystic White
4180,11-11-2015,Spinz Deo - Enchante
4187,31-07-2015,Spinz BB Cream
4292,05-12-2015,Spinz Talc - Exotic
3043,05-01-2015,Spinz BB Talc
1819,18-12-2015,Indica Crème 
2446,08-09-2015,Ruchi- Vadu Mango
1701,17-05-2015,Nyle Damage Repair
1047,09-08-2015,Nyle Anti- Dandruff
1065,27-10-2015,Nyle Dryness Hydration
4360,23-02-2015,Nyle Volume Enhance
2818,11-11-2015,Nyle Pollution Sheild
2008,30-08-2015,Nyle Damage Repair
2624,18-08-2015,Spinz BB Cream
4564,04-11-2015,Spinz Talc - Exotic
1049,01-07-2015,Indica Easy - Brown
4433,25-03-2015,Chik - Thick & Glossy Shampoo
3433,19-05-2015,Maa Mango
4799,22-04-2015,Maa Apple
4774,16-07-2015,Maa - Mango
1153,18-02-2015,Maa Lemon
4776,25-10-2015,Maa Orange 
3596,19-01-2015,Maa Mango
4097,28-11-2015,Fremon
2262,04-11-2015,Joozy Cola
1518,07-09-2015,Cavin’s Mango Lassi
4593,18-08-2015,Cavin's Stawberry Lassi
4322,03-12-2015,Cavin's Vanilla Milshake
3633,29-12-2015,Cavin's Buttermilk
2356,31-08-2015,Cavin's Lassi
4268,16-04-2015,Cavin's Chocolate Milkshake 
2775,06-08-2015,Cavin's Stawberry Lassi
4757,16-06-2015,Cavin's Kaju Butterscotch Milkshake
1231,27-01-2015,Bhima- Cut Mango
4323,17-12-2015,Bhima- Mixed Veg
1182,21-01-2015,Bhima- Lime
3266,19-08-2015,Bhima- Mango Thokku
3109,29-06-2015,Bhima- Red Chilli
2450,31-07-2015,Ruchi - Andhra Tomato
1208,24-08-2015,Ruchi- Brinjal
2115,24-06-2015,Ruchi- Red Chilli
3774,17-12-2015,Ruchi- Tomato Garlic
2904,17-09-2015,Ruchi- Vadu Mango
3438,26-10-2015,Ruchi- Vadu Mango
3872,22-01-2015,Nyle Damage Repair
3985,20-01-2015,Nyle Anti- Dandruff
2483,04-07-2015,Nyle Dryness Hydration
4445,01-12-2015,Nyle Volume Enhance
2462,25-03-2015,Nyle Pollution Sheild
1068,01-07-2015,Nyle Damage Repair
1458,24-02-2015,Spinz BB Cream
1382,26-03-2015,Spinz Talc - Exotic
3048,10-11-2015,Indica Easy - Brown
3501,27-07-2015,Chik - Thick & Glossy Shampoo
2340,02-03-2015,Maa Mango
1665,29-11-2015,Maa Apple
3982,29-09-2015,Maa - Mango
1843,06-12-2015,Maa Lemon
3365,06-01-2015,Maa Orange 
3230,14-01-2015,Maa Mango
2312,15-05-2015,Fremon
3493,02-02-2015,Joozy Cola
1474,24-06-2015,Runge
4907,21-04-2015,Chillout
3575,08-05-2015,Ruchi- Maharastra Mango Pickle
1509,13-05-2015,Bhima- Cut Mango
1732,09-03-2015,Cavin’s Mango Lassi
4975,23-04-2015,Cavin's Lassi
2947,16-07-2015,Cavin's Vanilla Milshake
2509,20-04-2015,Cavin's Buttermilk
3061,17-08-2015,Cavin's Lassi
1916,16-11-2015,Cavin's Chocolate Milkshake 
4214,09-06-2015,Cavin's Stawberry Lassi
1104,27-10-2015,Cavin's Kaju Butterscotch Milkshake
4702,03-08-2015,Bhima- Cut Mango
2687,14-09-2015,Cavin’s Cold Coffee-Chilled Latte
3240,01-01-2015,Cavin’s Mango Lassi
2816,15-05-2015,Cavin's Stawberry Lassi
1524,05-12-2015,Cavin's Vanilla Milshake
2483,28-10-2015,Cavin's Buttermilk
2101,04-09-2015,Cavin's Lassi
3456,22-04-2015,Cavin's Chocolate Milkshake 
4461,13-02-2015,Cavin's Stawberry Lassi
1242,14-12-2015,Cavin's Kaju Butterscotch Milkshake
4017,04-11-2015,Bhima- Cut Mango
1814,20-11-2015,Bhima- Mixed Veg
1486,11-02-2015,Bhima- Lime
1514,11-01-2015,Bhima- Mango Thokku
1710,21-05-2015,Bhima- Red Chilli
3032,05-06-2015,Roasted Nylon Chivda
4896,24-10-2015,Khatta Meetha
3373,24-12-2015,Moong Dal
1746,14-10-2015,Manglori Mixture
1355,19-09-2015,Garden French Fries
1162,06-08-2015,Garden Instant bhel mix
2712,26-09-2015,Garden Bombay Puri
1025,19-08-2015,Garden Potato Chip
3067,17-07-2015,Ruchi- Maharastra Mango Pickle
2675,10-09-2015,Ruchi- Maharastra lime Pickle
1354,01-12-2015,Ruchi - Andhra Tomato
4828,14-05-2015,Ruchi- Brinjal
1000,24-07-2015,Ruchi- Red Chilli
2822,18-12-2015,Ruchi- Tomato Garlic
1814,22-01-2015,Ruchi- Vadu Mango
1818,04-07-2015,Chik - Long & Healthy Shampoo
3082,25-09-2015,Chik - Hairfall Prevent Shampoo
4398,09-11-2015,Chik - Thick & Glossy Shampoo
1932,12-05-2015,Chik - Anti Dandruff Shamphoo
3180,06-02-2015,Chik - Thick & Glossy Shampoo
4332,25-10-2015,Indica Easy Hair Colour
3175,26-02-2015,Indica Herbal Hair Colour
1357,06-09-2015,Indica Crème 
2511,08-07-2015,Indica Easy - Brown
1159,14-06-2015,Indica Herbal Hair Colour
3855,30-04-2015,Spinz Deo - Pristine Green
1889,20-02-2015,Spinz Deo - Blue Bounce
2448,08-06-2015,Spinz Deo - Yellow Blossom
2652,26-12-2015,Spinz Deo - Mystic White
1385,19-11-2015,Spinz Deo - Enchante
2960,31-08-2015,Spinz BB Cream
2736,02-03-2015,Spinz Talc - Exotic
1768,21-04-2015,Spinz BB Talc
2002,20-10-2015,Indica Crème 
3046,18-11-2015,Ruchi- Vadu Mango
2284,18-03-2015,Nyle Damage Repair
1708,18-09-2015,Nyle Anti- Dandruff
1952,23-11-2015,Nyle Dryness Hydration
3497,08-09-2015,Nyle Volume Enhance
1479,14-05-2015,Nyle Pollution Sheild
1237,09-04-2015,Nyle Damage Repair
4353,24-08-2015,Spinz BB Cream
3528,18-08-2015,Bhima- Mixed Veg
2092,04-09-2015,Bhima- Lime
2514,02-11-2015,Bhima- Mango Thokku
4790,16-05-2015,Bhima- Red Chilli
1948,25-08-2015,Roasted Nylon Chivda
3581,16-01-2015,Khatta Meetha
4778,26-03-2015,Bhima- Cut Mango
2601,26-03-2015,Cavin’s Cold Coffee-Chilled Latte
4678,31-03-2015,Cavin’s Mango Lassi
3642,24-02-2015,Cavin's Stawberry Lassi
2957,19-09-2015,Cavin's Vanilla Milshake
4585,28-09-2015,Cavin's Buttermilk
3637,10-07-2015,Cavin's Lassi
1353,09-02-2015,Cavin's Chocolate Milkshake 
3257,13-02-2015,Cavin's Stawberry Lassi
2524,10-09-2015,Cavin's Kaju Butterscotch Milkshake
2035,23-12-2015,Bhima- Cut Mango
3658,26-09-2015,Bhima- Mixed Veg
1901,29-11-2015,Bhima- Lime
3247,13-01-2015,Bhima- Mango Thokku
4308,24-01-2015,Bhima- Red Chilli
1305,24-05-2015,Roasted Nylon Chivda
1011,09-12-2015,Khatta Meetha
2234,29-07-2015,Moong Dal
3744,08-12-2015,Manglori Mixture
2903,08-08-2015,Garden French Fries
3036,12-07-2015,Garden Instant bhel mix
2465,27-12-2015,Garden Bombay Puri
1233,20-03-2015,Garden Potato Chip
1366,29-05-2015,Ruchi- Maharastra Mango Pickle
3741,06-08-2015,Ruchi- Maharastra lime Pickle
2230,28-05-2015,Bhima- Mixed Veg
1206,15-05-2015,Bhima- Lime
3690,24-04-2015,Bhima- Mango Thokku
3620,18-06-2015,Bhima- Red Chilli
4759,20-02-2015,Roasted Nylon Chivda
3543,11-10-2015,Khatta Meetha
2792,29-07-2015,Moong Dal
1929,10-07-2015,Manglori Mixture
2433,23-08-2015,Garden French Fries
4941,15-01-2015,Garden Instant bhel mix
3547,07-10-2015,Garden Bombay Puri
1290,24-04-2015,Garden Potato Chip
4207,28-08-2015,Ruchi- Maharastra Mango Pickle
2107,01-03-2015,Ruchi- Maharastra lime Pickle
3050,11-03-2015,Ruchi - Andhra Tomato
3814,21-07-2015,Ruchi- Brinjal
4875,13-09-2015,Ruchi- Red Chilli
3691,08-08-2015,Ruchi- Tomato Garlic
2433,14-03-2015,Ruchi- Vadu Mango
4757,09-01-2015,Chik - Long & Healthy Shampoo
1407,29-04-2015,Chik - Hairfall Prevent Shampoo
4718,12-06-2015,Chik - Thick & Glossy Shampoo
1240,14-04-2015,Chik - Anti Dandruff Shamphoo
1792,15-08-2015,Chik - Thick & Glossy Shampoo
4486,09-11-2015,Indica Easy Hair Colour
1757,15-06-2015,Indica Herbal Hair Colour
2186,01-07-2015,Indica Crème 
3752,15-04-2015,Indica Easy - Brown
3051,29-11-2015,Indica Herbal Hair Colour
3688,23-10-2015,Spinz Deo - Pristine Green
4676,15-01-2015,Spinz Deo - Blue Bounce
2142,25-06-2015,Spinz Deo - Y+B43:B61ellow Blossom
4939,29-06-2015,Spinz Deo - Mystic White
1806,06-07-2015,Spinz Deo - Enchante
1595,05-10-2015,Spinz BB Cream
2086,09-03-2015,Spinz Talc - Exotic
4251,03-10-2015,Spinz BB Talc
2689,30-04-2015,Indica Crème 
2560,26-11-2015,Ruchi- Vadu Mango
2393,17-04-2015,Nyle Damage Repair
1669,19-08-2015,Nyle Anti- Dandruff
3500,21-04-2015,Nyle Dryness Hydration
1213,03-03-2015,Nyle Volume Enhance
4598,18-11-2015,Nyle Pollution Sheild
1404,03-05-2015,Nyle Damage Repair
1758,26-02-2015,Spinz BB Cream
1265,07-03-2015,Spinz Talc - Exotic
1006,14-06-2015,Indica Easy - Brown
2779,17-10-2015,Chik - Thick & Glossy Shampoo
4457,03-09-2015,Maa Mango
2532,06-07-2015,Maa Apple
2811,23-02-2015,Maa - Mango
4004,10-05-2015,Maa Lemon
1737,09-05-2015,Maa Orange 
3266,25-10-2015,Maa Mango
4981,10-01-2015,Fremon
1934,06-08-2015,Joozy Cola
2512,19-01-2015,Runge
3400,04-03-2015,Chillout
4301,01-05-2015,Ruchi- Maharastra Mango Pickle
2997,30-12-2015,Bhima- Cut Mango
1098,05-08-2015,Cavin’s Mango Lassi
2208,30-07-2015,Cavin's Lassi
3672,28-05-2015,Chik - Anti Dandruff Shamphoo
3651,24-01-2015,Cavin's Buttermilk
3957,15-05-2015,Bhima- Cut Mango
2986,11-01-2015,Roasted Nylon Chivda
4433,25-05-2015,Moong Dal
3822,27-05-2015,Cavin's Buttermilk
4588,30-04-2015,Spinz Deo - Yellow Blossom
2622,17-07-2015,Bhima- Cut Mango
2117,02-05-2015,Bhima- Cut Mango
1780,12-07-2015,Manglori Mixture
3819,12-04-2015,Garden French Fries
1884,11-12-2015,Garden Instant bhel mix
2595,23-01-2015,Cavin's Kaju Butterscotch Milkshake
3046,31-03-2015,Bhima- Cut Mango
3228,26-01-2015,Bhima- Mixed Veg
2251,23-06-2015,Cavin's Lassi
2368,11-11-2015,Cavin's Stawberry Lassi
2573,03-01-2015,Cavin's Vanilla Milshake
4701,30-04-2015,Cavin's Buttermilk
4384,25-05-2015,Cavin's Lassi
1998,18-05-2015,Cavin's Chocolate Milkshake 
4583,23-02-2015,Cavin's Stawberry Lassi
2043,21-04-2015,Cavin's Kaju Butterscotch Milkshake
2201,22-05-2015,Bhima- Cut Mango
3522,23-09-2015,Bhima- Mixed Veg
3922,28-08-2015,Bhima- Lime
2636,11-09-2015,Bhima- Mango Thokku
1092,27-07-2015,Cocoma
2711,13-09-2015,Spinz Deo - Enchante
3899,22-04-2015,Spinz BB Cream
4372,30-07-2015,Spinz Talc - Exotic
4576,05-08-2015,Spinz BB Talc
4953,10-10-2015,Indica Crème 
4692,27-10-2015,Ruchi- Vadu Mango
1170,12-11-2015,Nyle Damage Repair
2625,08-04-2015,Nyle Anti- Dandruff
2394,30-08-2015,Nyle Dryness Hydration
4277,18-02-2015,Spinz Perfumed Deo - Pristine Green 200 ml
3170,17-01-2015,Spinz Perfumed Deo - Pristine Green 200 ml
2229,25-10-2015,Spinz Perfumed Deo - Pristine Green 200 ml
2944,01-02-2015,Spinz Perfumed Deo - Pristine Green 200 ml
2582,06-03-2015,Spinz Perfumed Deo - Pristine Green 200 ml
1373,10-05-2015,Spinz Perfumed Deo - Pristine Green 200 ml
1366,25-10-2015,Nyle Volume Enhance Shampoo Btl 800 ml
3469,10-05-2015,Nyle Volume Enhance Shampoo Btl 800 ml
4012,16-05-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2031,26-02-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2459,16-09-2015,Nyle Volume Enhance Shampoo Btl 800 ml
4377,23-02-2015,Nyle Volume Enhance Shampoo Btl 800 ml
1534,13-08-2015,Nyle Volume Enhance Shampoo Btl 800 ml
2051,23-07-2015,Nyle Volume Enhance Shampoo Btl 800 ml
3430,26-01-2015,Nyle Damage Repair Shampoo Btl 800 ml
1567,13-03-2015,Nyle Damage Repair Shampoo Btl 800 ml
2972,21-05-2015,Nyle Damage Repair Shampoo Btl 800 ml
1287,28-08-2015,Nyle Damage Repair Shampoo Btl 800 ml
4776,08-08-2015,Nyle Damage Repair Shampoo Btl 800 ml
2271,04-08-2015,Nyle Damage Repair Shampoo Btl 800 ml
4657,15-08-2015,Nyle Damage Repair Shampoo Btl 800 ml
2344,14-04-2015,Nyle Damage Repair Shampoo Btl 800 ml
1482,06-07-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
1278,09-12-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
4831,13-11-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
1819,11-11-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
2687,31-07-2015,Meera Advanced Herbal Hairwash Powder - Refill Pack 80 gm
4468,24-03-2015,Chik Shampoo (200 ml)
4760,02-04-2015,Chik Shampoo (200 ml)
2310,24-03-2015,Chik Shampoo (200 ml)
3924,07-02-2015,Chik Shampoo (200 ml)
3517,11-12-2015,Chik Shampoo (200 ml)
3164,30-09-2015,Chik Shampoo (200 ml)
3245,17-05-2015,Chik Shampoo (200 ml)
2629,06-12-2015,Indica Herbal Hair Color
1347,15-09-2015,Indica Herbal Hair Color
1216,25-08-2015,Indica Herbal Hair Color
4636,10-04-2015,Indica Herbal Hair Color
1197,22-11-2015,Indica Herbal Hair Color
1100,12-03-2015,Indica Herbal Hair Color
2054,15-12-2015,Indica Herbal Hair Color
3761,26-09-2015,Indica Herbal Hair Color
4947,14-09-2015,Indica Herbal Hair Color
1032,15-06-2015,Cavin's Lassi
3353,14-08-2015,Cavin's Lassi
4466,20-08-2015,Cavin's Lassi
2081,22-01-2015,Cavin's Lassi
1800,02-05-2015,Cavin's Lassi
3414,23-10-2015,Cavin's Lassi
2799,12-08-2015,Cavin's Lassi
1634,03-12-2015,Cavin's Lassi
3481,22-03-2015,Spinz BB Cream
3691,24-08-2015,Spinz Talc - Exotic
2811,11-02-2015,Indica Easy - Brown
2758,19-11-2015,Chik - Thick & Glossy Shampoo
2872,19-09-2015,Maa Mango
3339,08-10-2015,Maa Apple
3483,28-10-2015,Maa - Mango
3255,29-04-2015,Maa Lemon
3462,15-11-2015,Maa Orange 
1355,28-02-2015,Maa Mango
2952,25-11-2015,Fremon
2171,19-06-2015,Joozy Cola
2693,02-11-2015,Runge
1348,13-06-2015,Chillout
1112,09-04-2015,Ruchi- Maharastra Mango Pickle
2058,24-02-2015,Bhima- Cut Mango
2003,23-11-2015,Cavin’s Mango Lassi
2166,12-03-2015,Cavin's Lassi
3113,18-06-2015,Chik - Anti Dandruff Shamphoo
2830,22-06-2015,Cavin's Buttermilk
3582,17-06-2015,Joozy Cola
4572,19-08-2015,Runge
1373,19-07-2015,Chillout
2513,06-11-2015,Ruchi- Maharastra Mango Pickle
3050,15-12-2015,Bhima- Cut Mango
2563,03-08-2015,Cavin’s Mango Lassi
1055,25-05-2015,Cavin's Lassi
1887,09-11-2015,Chik - Anti Dandruff Shamphoo
2391,03-01-2015,Cavin's Buttermilk
3347,24-04-2015,Cavin's Vanilla Milshake
4873,03-09-2015,Cavin's Buttermilk
1571,24-05-2015,Cavin's Lassi
3571,21-10-2015,Cavin's Chocolate Milkshake 
4348,11-04-2015,Cavin's Stawberry Lassi
2400,06-02-2015,Cavin's Kaju Butterscotch Milkshake
2867,25-06-2015,Bhima- Cut Mango
2672,12-07-2015,Bhima- Mixed Veg
1659,07-08-2015,Bhima- Lime
4104,30-11-2015,Bhima- Mango Thokku
1465,03-02-2015,Bhima- Red Chilli
3436,27-03-2015,Roasted Nylon Chivda
4503,17-02-2015,Khatta Meetha
3812,28-07-2015,Moong Dal
2759,27-07-2015,Manglori Mixture
2019,14-11-2015,Garden French Fries
3201,24-01-2015,Garden Instant bhel mix
1861,12-08-2015,Garden Bombay Puri
4524,10-12-2015,Garden Potato Chip
2680,11-08-2015,Ruchi- Maharastra Mango Pickle
3413,31-01-2015,Ruchi- Maharastra lime Pickle
4354,16-01-2015,Ruchi - Andhra Tomato
3608,27-11-2015,Ruchi- Brinjal
3518,26-10-2015,Ruchi- Red Chilli
3542,11-07-2015,Ruchi- Tomato Garlic
2579,08-04-2015,Ruchi- Vadu Mango
2650,22-11-2015,Chik - Long & Healthy Shampoo
3499,13-01-2015,Chik - Hairfall Prevent Shampoo
2804,18-01-2015,Chik - Thick & Glossy Shampoo
2975,09-10-2015,Chik - Anti Dandruff Shamphoo
1783,05-01-2015,Chik - Thick & Glossy Shampoo
1116,29-11-2015,Indica Easy Hair Colour
2578,26-11-2015,Indica Herbal Hair Colour
4003,23-12-2015,Indica Crème 
3021,30-01-2015,Indica Easy - Brown
3791,23-01-2015,Indica Herbal Hair Colour
1242,04-04-2015,Spinz Deo - Pristine Green
2290,03-07-2015,Spinz Deo - Blue Bounce
4204,06-05-2015,Spinz Deo - Y+B43:B61ellow Blossom
4100,01-03-2015,Spinz Deo - Mystic White
3085,11-07-2015,Spinz Deo - Enchante
1944,31-08-2015,Spinz BB Cream
3845,19-09-2015,Spinz Talc - Exotic
2077,01-03-2015,Spinz BB Talc
1128,05-07-2015,Indica Crème 
4130,05-04-2015,Ruchi- Vadu Mango
2496,02-12-2015,Nyle Damage Repair
3764,01-08-2015,Nyle Anti- Dandruff
2369,17-10-2015,Nyle Dryness Hydration
4662,25-08-2015,Nyle Volume Enhance
4392,13-08-2015,Nyle Pollution Sheild
3259,15-02-2015,Nyle Damage Repair
1839,09-10-2015,Spinz BB Cream
4376,22-11-2015,Spinz Talc - Exotic
1934,03-02-2015,Indica Easy - Brown
1158,25-08-2015,Chik - Thick & Glossy Shampoo
2784,19-03-2015,Maa Mango
4954,10-06-2015,Maa Apple
2060,26-07-2015,Maa - Mango
4556,10-01-2015,Maa Lemon
2433,27-12-2015,Maa Orange 
1843,24-02-2015,Maa Mango
1793,21-09-2015,Fremon
3640,08-10-2015,Joozy Cola
2795,12-03-2015,Runge
2044,26-09-2015,Chillout
4742,05-04-2015,Ruchi- Maharastra Mango Pickle
3584,14-03-2015,Bhima- Cut Mango
1957,31-01-2015,Cavin’s Mango Lassi
3483,20-03-2015,Cavin's Lassi
3883,05-10-2015,Chik - Anti Dandruff Shamphoo
2474,09-02-2015,Cavin's Buttermilk
3148,09-03-2015,Bhima- Cut Mango
1767,24-10-2015,Roasted Nylon Chivda
4601,22-07-2015,Moong Dal
3181,22-03-2015,Cavin's Buttermilk
2261,11-04-2015,Spinz Deo - Yellow Blossom
1656,14-02-2015,Bhima- Cut Mango
4134,05-05-2015,Bhima- Cut Mango
2254,21-01-2015,Manglori Mixture
1517,01-08-2015,Garden French Fries
2176,06-08-2015,Garden Instant bhel mix
4255,02-09-2015,Cavin's Kaju Butterscotch Milkshake
1780,21-09-2015,Bhima- Cut Mango
1275,18-10-2015,Bhima- Mixed Veg
2159,30-04-2015,Cavin's Lassi
4153,27-07-2015,Cavin's Stawberry Lassi
1553,21-07-2015,Cavin's Vanilla Milshake
2072,28-11-2015,Cavin's Buttermilk
2964,05-02-2015,Cavin's Lassi
3974,05-03-2015,Cavin's Chocolate Milkshake 
4848,14-10-2015,Cavin's Stawberry Lassi
1605,06-07-2015,Cavin's Kaju Butterscotch Milkshake
2082,23-11-2015,Bhima- Cut Mango
2477,04-06-2015,Bhima- Mixed Veg
1508,10-03-2015,Bhima- Lime
2682,16-06-2015,Bhima- Mango Thokku
1012,27-03-2015,Cocoma
3591,02-09-2015,Spinz Deo - Enchante
2004,08-01-2015,Spinz BB Cream
4272,22-03-2015,Spinz Talc - Exotic
1900,24-09-2015,Spinz BB Talc
3483,22-11-2015,Indica Crème 
4686,14-09-2015,Ruchi- Vadu Mango
3757,24-06-2015,Nyle Damage Repair
3484,10-10-2015,Nyle Anti- Dandruff
4314,02-05-2015,Nyle Dryness Hydration
1204,23-07-2015,Cavin's Chocolate Milkshake 
1355,28-03-2015,Cavin's Stawberry Lassi
3463,16-05-2015,Cavin's Kaju Butterscotch Milkshake
3548,19-03-2015,Bhima- Cut Mango
2271,02-01-2015,Bhima- Mixed Veg
2275,19-05-2015,Bhima- Lime
1275,16-07-2015,Bhima- Mango Thokku
4577,04-11-2015,Bhima- Red Chilli
2286,21-11-2015,Roasted Nylon Chivda
4287,06-08-2015,Khatta Meetha
1781,06-06-2015,Moong Dal
2840,07-08-2015,Manglori Mixture
2585,13-02-2015,Bhima- Mixed Veg
2958,27-01-2015,Bhima- Lime
3788,16-02-2015,Bhima- Mango Thokku
3061,05-12-2015,Bhima- Red Chilli
1531,19-01-2015,Roasted Nylon Chivda
3451,31-08-2015,Khatta Meetha
3119,28-06-2015,Moong Dal
4015,27-03-2015,Manglori Mixture
2869,29-04-2015,Garden French Fries
4814,12-02-2015,Garden Instant bhel mix
2978,25-11-2015,Garden Bombay Puri
4789,09-04-2015,Garden Potato Chip
2151,03-08-2015,Ruchi- Maharastra Mango Pickle
2390,21-08-2015,Ruchi- Maharastra lime Pickle
3634,02-12-2015,Ruchi - Andhra Tomato
3394,13-12-2015,Ruchi- Brinjal
1874,08-06-2015,Ruchi- Red Chilli
4671,01-08-2015,Ruchi- Tomato Garlic
3647,03-03-2015,Ruchi- Vadu Mango
1275,17-02-2015,Spinz Deo - Mystic White
3306,28-09-2015,Spinz Deo - Enchante
1087,19-03-2015,Spinz BB Cream
3210,23-12-2015,Spinz Talc - Exotic
1136,03-01-2015,Spinz BB Talc
3050,21-06-2015,Indica Crème 
4406,01-02-2015,Ruchi- Vadu Mango
4277,09-08-2015,Nyle Damage Repair
2500,06-12-2015,Nyle Anti- Dandruff
4704,19-08-2015,Nyle Dryness Hydration
4470,23-12-2015,Nyle Volume Enhance
4747,24-08-2015,Nyle Pollution Sheild
2550,20-04-2015,Nyle Damage Repair
4783,10-10-2015,Spinz BB Cream
2117,07-11-2015,Spinz Talc - Exotic
4510,03-09-2015,Indica Easy - Brown
4258,11-12-2015,Chik - Thick & Glossy Shampoo
3535,18-01-2015,Maa Mango
3095,16-08-2015,Maa Apple
4625,07-04-2015,Maa - Mango
2014,23-06-2015,Maa Lemon
1677,09-12-2015,Maa Orange 
4743,04-07-2015,Maa Mango
4212,31-03-2015,Fremon
1087,14-08-2015,Joozy Cola
3682,12-10-2015,Cavin’s Mango Lassi
2406,10-03-2015,Cavin's Stawberry Lassi
3915,21-01-2015,Cavin's Vanilla Milshake
